4/2/38.wav,Procedure,Neutral
4/2/53.wav,Reading,Neutral
4/2/59.wav,Procedure,Neutral
3/2/7.wav,Observation,Negative
8/1/60.wav,Reading,Neutral
4/1/21.wav,Reading,Neutral
3/1/55.wav,Procedure,Positive
4/2/32.wav,Observation,Neutral
4/2/46.wav,Observation,Positive
3/1/9.wav,Observation,Neutral
4/2/15.wav,Procedure,Neutral
7/1/43.wav,Observation,Positive
7/2/15.wav,Procedure,Neutral
8/1/52.wav,Reading,Positive
3/1/50.wav,Reading,Neutral
3/1/48.wav,Reading,Neutral
4/2/19.wav,Observation,Negative
4/1/39.wav,Reading,Positive
3/1/19.wav,Procedure,Neutral
8/1/23.wav,Observation,Neutral
8/1/63.wav,Observation,Negative
8/2/23.wav,Observation,Neutral
7/2/24.wav,Procedure,Positive
4/2/47.wav,Procedure,Neutral
3/2/34.wav,Observation,Neutral
8/1/62.wav,Observation,Neutral
8/2/9.wav,Observation,Negative
7/2/3.wav,Observation,Positive
8/2/18.wav,Procedure,Neutral
3/1/69.wav,Observation,Negative
3/1/45.wav,Observation,Negative
3/2/15.wav,Observation,Negative
8/2/5.wav,Procedure,Neutral
8/2/8.wav,Observation,Negative
3/1/15.wav,Procedure,Neutral
4/1/6.wav,Observation,Negative
8/1/5.wav,Procedure,Neutral
4/2/20.wav,Observation,Neutral
4/1/28.wav,Reading,Positive
8/2/2.wav,Reading,Neutral
3/2/11.wav,Reading,Neutral
3/1/86.wav,Reading,Neutral
8/1/34.wav,Procedure,Neutral
3/1/88.wav,Observation,Neutral
8/1/55.wav,Observation,Negative
8/1/66.wav,Observation,Positive
8/1/56.wav,Reading,Neutral
7/1/51.wav,Procedure,Neutral
7/1/42.wav,Procedure,Neutral
4/2/4.wav,Observation,Neutral
7/1/16.wav,Procedure,Neutral
4/2/26.wav,Observation,Neutral
8/1/20.wav,Observation,Negative
4/1/32.wav,Observation,Positive
4/1/12.wav,Procedure,Neutral
8/1/27.wav,Observation,Negative
4/1/49.wav,Observation,Positive
4/1/46.wav,Observation,Positive
4/1/15.wav,Reading,Negative
7/2/11.wav,Procedure,Neutral
3/2/29.wav,Procedure,Neutral
4/1/5.wav,Observation,Positive
7/2/29.wav,Observation,Negative
8/1/8.wav,Procedure,Negative
3/1/58.wav,Procedure,Neutral
3/1/34.wav,Observation,Negative
3/1/38.wav,Observation,Positive
8/1/57.wav,Reading,Neutral
3/1/42.wav,Procedure,Positive
4/2/16.wav,Reading,Neutral
8/1/18.wav,Procedure,Neutral
7/1/5.wav,Observation,Positive
7/1/44.wav,Reading,Neutral
3/2/4.wav,Reading,Positive
8/1/50.wav,Reading,Negative
3/2/9.wav,Reading,Neutral
4/2/23.wav,Reading,Neutral
3/1/41.wav,Observation,Neutral
4/2/62.wav,Procedure,Positive
3/1/53.wav,Reading,Neutral
8/2/20.wav,Procedure,Neutral
7/1/9.wav,Procedure,Neutral
4/1/25.wav,Reading,Positive
7/2/23.wav,Procedure,Neutral
8/2/15.wav,Observation,Negative
3/1/75.wav,Explanation,Neutral
3/1/18.wav,Procedure,Neutral
7/1/55.wav,Procedure,Positive
4/1/17.wav,Procedure,Positive
7/1/41.wav,Procedure,Negative
8/2/22.wav,Procedure,Neutral
3/1/84.wav,Procedure,Neutral
3/2/21.wav,Reading,Neutral
4/2/27.wav,Procedure,Neutral
8/1/12.wav,Reading,Positive
8/2/3.wav,Procedure,Neutral
7/2/2.wav,Procedure,Negative
4/2/39.wav,Procedure,Neutral
8/1/13.wav,Procedure,Positive
3/1/31.wav,Observation,Neutral
3/2/10.wav,Observation,Negative
7/1/25.wav,Procedure,Neutral
7/2/13.wav,Observation,Negative
3/1/73.wav,Observation,Positive
4/2/50.wav,Procedure,Neutral
4/2/9.wav,Observation,Negative
4/1/14.wav,Observation,Neutral
8/1/21.wav,Procedure,Positive
4/1/37.wav,Observation,Positive
7/1/12.wav,Observation,Neutral
4/1/48.wav,Procedure,Neutral
4/1/34.wav,Reading,Neutral
3/1/23.wav,Observation,Negative
3/1/78.wav,Observation,Negative
3/1/24.wav,Observation,Negative
8/1/42.wav,Observation,Negative
4/2/21.wav,Observation,Negative
3/2/16.wav,Observation,Negative
7/1/11.wav,Procedure,Neutral
8/1/16.wav,Procedure,Neutral
8/1/43.wav,Observation,Positive
7/2/9.wav,Procedure,Positive
3/1/6.wav,Observation,Negative
4/1/38.wav,Observation,Neutral
3/1/12.wav,Observation,Positive
4/1/10.wav,Observation,Neutral
7/1/13.wav,Procedure,Neutral
3/1/30.wav,Procedure,Neutral
7/1/23.wav,Reading,Positive
3/1/65.wav,Observation,Negative
4/2/7.wav,Observation,Positive
4/1/18.wav,Observation,Positive
4/2/18.wav,Observation,Negative
4/1/3.wav,Procedure,Neutral
4/1/41.wav,Observation,Negative
4/2/2.wav,Observation,Negative
7/1/31.wav,Explanation,Neutral
8/1/54.wav,Reading,Neutral
8/1/3.wav,Procedure,Neutral
8/1/2.wav,Observation,Negative
3/1/1.wav,Observation,Negative
7/1/17.wav,Reading,Positive
4/1/23.wav,Reading,Neutral
7/1/36.wav,Reading,Neutral
3/1/63.wav,Observation,Negative
4/1/26.wav,Observation,Neutral
3/1/51.wav,Procedure,Neutral
8/1/22.wav,Reading,Neutral
4/1/9.wav,Reading,Positive
7/1/1.wav,Observation,Positive
3/1/11.wav,Observation,Neutral
4/1/1.wav,Reading,Positive
7/1/10.wav,Observation,Negative
7/1/52.wav,Procedure,Positive
7/1/18.wav,Procedure,Neutral
7/2/7.wav,Observation,Positive
3/1/77.wav,Observation,Positive
3/1/4.wav,Observation,Neutral
3/2/18.wav,Procedure,Neutral
8/2/21.wav,Reading,Neutral
4/1/35.wav,Reading,Neutral
4/2/44.wav,Observation,Negative
3/2/19.wav,Procedure,Neutral
7/2/1.wav,Procedure,Neutral
3/1/20.wav,Observation,Neutral
7/1/45.wav,Observation,Negative
8/1/17.wav,Procedure,Neutral
7/2/28.wav,Observation,Negative
3/2/8.wav,Observation,Negative
4/1/45.wav,Reading,Neutral
4/2/60.wav,Reading,Positive
8/2/36.wav,Observation,Negative
7/1/22.wav,Procedure,Positive
3/1/59.wav,Observation,Negative
3/1/85.wav,Reading,Neutral
7/2/10.wav,Observation,Negative
3/1/49.wav,Observation,Negative
7/2/33.wav,Procedure,Neutral
8/1/26.wav,Procedure,Negative
8/2/6.wav,Reading,Neutral
3/2/1.wav,Procedure,Positive
4/2/11.wav,Reading,Neutral
8/1/11.wav,Procedure,Neutral
4/2/63.wav,Procedure,Positive
8/2/4.wav,Reading,Neutral
8/2/7.wav,Explanation,Neutral
7/1/28.wav,Procedure,Positive
4/2/58.wav,Procedure,Positive
3/1/14.wav,Reading,Positive
3/2/24.wav,Observation,Negative
8/1/61.wav,Procedure,Neutral
7/1/6.wav,Reading,Neutral
3/1/26.wav,Procedure,Neutral
8/1/64.wav,Reading,Neutral
8/1/46.wav,Reading,Neutral
